Usuario,Comentarios
VitoDeLarge,5
Bhors,5
thatomtom,5
Jtv0899,5
kraysak,5
LordVelaryon,5
Mod4rchive,5
bizarref00l,5
wholesomecrip,5
cesch20,5
By_you_im_sad,5
Stolone1,5
PlasticGecko,5
Lacayus,5
ElRussian,5
Etsumari,5
ecdysis063,5
SkyFoo,5
roguecit,5
Shixelshit,5
Cikkicic19,5
fuzrabitt,5
Cafeinetosurvive,5
ChiporrinATR,5
Golden_Alchemy,5
slaucsap,4
TheMoverOfPlanets,4
thelilpin,4
HirumaBSK,4
2572tokio,4
hombrx,4
riczan,4
P-Pablo,4
RaccoonD,4
Manomana-cl,4
quenchy-cactus-juice,4
WhoIsTomodachi,4
javier23,4
camilincamilero,4
MisterLupov,4
Free-Raisin-4981,4
TsubasaIre,4
Maitasun,4
Lihnista,4
marilowee,4
PainterPrestigious,4
yoshingui,4
RMardonesQ,4
jclinares,4
maxt0m,4
---___________----,4
Javawi,4
Saiwon03,4
ElevenCupsOfTea,4
Gordohediondo,4
kabukiza00,4
msnjuegos,4
dxdtraptor,4
estebesz,4
Noetomysebriosus,4
Bassel6254,4
Blackstar2020,4
Scaragoth,4
KIrbyKarby,4
Late_Value_9138,4
NoSoyUn_Robot,4
Bubbly_Pie_719,4
TuIaBocaAncha,4
Tue-Tue,4
tresclow,4
pitter_patterclock,4
EstablishmentSpare46,4
claudioefi,4
RTerrarius2008,4
Mr-Black_,3
Cl_z0mb1e,3
Locoql,3
FatFingerHelperBot,3
Ali_Abril,3
ronconcoca,3
ElmerFigueroa,3
MB_CC_Manx,3
nothing_personal_fam,3
0x00cl,3
MercyMain04,3
Sirenitururu,3
Khaeliz,3
Towrp,3
sg_pimienta,3
Hi_Im_Guty,3
PhewCucho,3
imindfreak,3
Impressive_Drink5003,3
cyansun,3
HaveANiceLife111,3
highgood399,3
SthrnCrss,3
cupriferus,3
traegario,3
omar0280,3
YellingHummus,3
sebaniko93,3
DDMendoza95,3
Hiklos,3
Jebuselpoderoso,3
No_Elevator_8936,3
Patoqta,3
chacity,3
Lonely-Object-8620,3
Hormoaningg,3
KhamulXIX,3
wof759,3
porfiacontilde,3
matuu_,3
WebitoCrudoo,3
blastgal,3
elfakerdpuente,3
CorvusX_,3
Panzer1892,3
renewedanarchist,3
n0cturnal4nimal,3
srchincha,3
Realistic_Ad_2493,3
Theraugh,3
Encrypted-Doggo,3
krepts33,3
JuanjiSempai,3
hamsrat,3
ichox,3
AVKetro,3
Saturnine67,3
bob_patino,3
Stock_Fruit,3
Far_Instruction_7362,3
midioca,3
George_DelaSelva,3
JuanSoto2022,3
monkblues,3
LukasDelCampoChilote,3
Raingaze,3
PratiKo,3
Golums5,3
Talgoporta,3
JokeercL,3
Golden_sun_fan,3
puduposter,2
Nach128,2
Papaya_Baobab,2
realidadg,2
Puzzleheaded_Tutor_1,2
RemindMeBot,2
Wokiwoki5,2
Sureno_cl,2
Illustrious-Ad3170,2
allhailpalta,2
Razorlines,2
Apprehensive-Shop471,2
ReverseCaptioningBot,2
agnostic_ent,2
Nice-Distribution526,2
birdie420fgt,2
kameluca,2
Vichox,2
paz_88,2
yarpun_riastrad,2
bastardnutter,2
Didokong,2
Burnwood24,2
entwistle_ox,2
cbravom,2
HomieJuanKenovy,2
use_less_human,2
Wskar,2
vulpecula_anser,2
felagaund,2
Topabli,2
blindmodz,2
Olivos_mark,2
Snoo_89193,2
Perrosmica,2
nostalgium0,2
LemonFrugele,2
Apprehensive_Ship701,2
blz07,2
sr_manumes,2
OkPanic8145,2
ikrish,2
MainlanderFeel,2
AwesomeDuck28,2
KingFenrir,2
spirotetramat2,2
ING_Chile,2
nimunozo,2
afhenriq,2
penalanulado,2
Jamed94,2
LophophoraIV,2
Professional-Top-366,2
hottu_dogu,2
ValDijkstra,2
skancerous,2
JVicu,2
Vim_owlcat,2
AmputatorBot,2
p4b10r,2
wndelpdf,2
Specialist_Light3921,2
skzoholic,2
rhapsowacho,2
blake-D29cl,2
DonMakafi,2
belariard,2
VicentRS,2
AverageEdgyMemeBoy,2
vdaiep,2
usuariopromedio333,2
zokernet,2
vvvpqsw,2
No-Sprinkles-7868,2
Pologlet,2
NinoGunZz,2
sweetiekitten,2
rompementes,2
RPND,2
Karlles,2
slayadude,2
redohottochiripeppa,2
Sir_Bastion,2
jorgelobos,2
ibeus93,2
colafriaenmiuretra,2
Kukamongo,2
helicoidea,2
Square_World_9470,2
atenux,2
rochops,2
arknite-cl,2
ArielScync,2
josilioo,2
Pblsky_la_eminencia,2
nejok,2
paxonsiwi,2
IdiotGamer99,2
moriohcitizen8,2
Spartanga117,2
Rark00,2
Seguz,2
DonWolFin,2
antidepressant004,2
r1peralta,2
Arthas0,2
r-o-r-o-n-o-a,2
tellmiraclenotsaint,2
StatisticianLivid555,2
fuchow,2
cgd96,2
Giuseppe_Stallini,2
motesinhuesillo,2
shap2,2
Necrodazkowicz,2
tatemblando,2
Milvagos,2
P4BLoX,2
AxonDixon,2
lizardman1996,2
Insania2014,2
Paulol1,1
Gudrobilk,1
Acto_Zero,1
3v1lrob07,1
MoabChile,1
PatricioDonald,1
hayunamoscaenmipieza,1
A_espa,1
ElMichaelScott,1
Pheraly,1
wiltedpleasure,1
kamikazewam,1
TheOshunOxtra,1
Quetetris,1
Narki51,1
maiagang,1
sooperdestrooper,1
allkingsaredead,1
nxamaya,1
ph21,1
PM_ME_NEOLIB_POLICY,1
Perriwashi,1
NeverOriginal123,1
CrisArmy,1
dumineitor,1
Francisco_Ojeda,1
HombreContrafactual,1
Milcaos,1
thorshaircut,1
Complex_Historian_13,1
cartofo,1
Fumobix,1
Chileno_Maricon,1
Iperky14,1
vodgsen,1
Random_182f2565,1
Luberpics,1
dupsiete,1
el_hormiga1,1
Skulltcarretilla,1
frenchfries_lover,1
Wise_Share_1584,1
sinanjuUC,1
Shingocrates,1
ChilePaisDeLadrones,1
knomino,1
georgeontrails,1
Jos1to,1
JustAnAlpacaBot,1
0kcompu34,1
ConfusedHommo,1
StandNenUser,1
Dieg0nixx,1
AdExisting6056,1
jamr1015,1
Extra-Ambassador4832,1
WirkLeon,1
a-weird-universe,1
LudeusGreyrat,1
yoyoyomrwhite1,1
Tiny-Cartographer-36,1
masfruta,1
sneakpeekbot,1
Mischungg,1
Dairunt,1
DullAndWitlessBoy,1
AntrozCL,1
FitPrune5579,1
fakerlas,1
NoMeEncuentro,1
kooparefugee,1
waurkjan,1
Jesus-Nerd,1
random_username_55,1
ebeka,1
Funaki-,1
mequierocortarlatula,1
hoseinnasr,1
Peroroncino-sama,1
PabloSegoviaB,1
brioners,1
LuckyNumber-Bot,1
ah-squalo,1
Chuchuca,1
Mmmmmyocreo,1
Broscience_,1
Queraltoyo,1
luckyarrival_,1
Sealra_,1
weaweonaaweonao,1
abeja-maligna,1
Educational_News_479,1
pepiemi,1
eustreSSD,1
Electrical-Hyena2313,1
Vee_Chocolate_69,1
DTNMVA,1
Svaatu,1
BirdBoyfriend,1
SimpofGOCPast,1
Efficientcakeboss,1
FuchsiaPalette,1
ab12848,1
RatedCommentBot,1
FuckGCL,1
n1cj,1
SnooW2,1
ZargothraxDM,1
Chiefrockacl,1
OutrageousOrdinary99,1
DonPreguntas,1
ChampionshipLost3358,1
dabt92,1
Zero_to_the_left,1
Vito_Q,1
Mr_Campechano,1
e_hekuta,1
ghost_of_dongerbot,1
No-Use-3991,1
guaripolo1560,1
FuntionX,1
Scrappyjoe89,1
Undonemito,1
LonganizaDeChillan,1
jugbandboogie,1
ziggy_the_starman,1
Xamthos,1
Javiercdx,1
MatriarchAlith,1
Macrofita,1
Kick9assJohnson,1
SonMauri,1
LittlePhillyOne,1
meragon,1
maalfaroe,1
analworm666,1
CreazySapete,1
Contecho,1
interestwich4235,1
zimmerxp,1
chonfel32,1
radriazo,1
LyricsBroh,1
Forsaken_Pause_5411,1
Cthulhukiin,1
JoJoelo,1
AxelLAG,1
vicetexin1,1
Mr_Ganger,1
HawkZealousideal1386,1
Saiko_uwu,1
Altruistic-Poetry-83,1
Rubideon,1
TioAngustia,1
Boziik,1
addiepage,1
Chrossc,1
Proof-Flan6500,1
GodlikeCat,1
deag34960,1
Fun_Conversation5325,1
galleta_303,1
11_16,1
SFF_Robot,1
Mitsnut,1
punker25,1
zet_one,1
Sewaz,1
WaitingToBeTriggered,1
Carbonothing,1
dogwithbeer,1
Megademoidz,1
Cascbondree,1
WaySafe2792,1
oakjf,1
IJ_NavarroH,1
AnibalSerra,1
NiCorvus,1
bopboph,1
demakrante,1
ddevone,1
Set_seed,1
Rakk00n,1
Soft_Assist_2039,1
pudu127,1
Odd-Meringue4842,1
Edstructor115,1
